day,city,flow
201903161700,贵州,231745.67
201903161800,贵州,239414.34
201903161900,贵州,262935.78
201903162100,贵州,310404.64
201903162200,贵州,295560.61
201903162300,贵州,245102.35
201903170000,贵州,177204.88
201903170100,贵州,112518.13
201903170200,贵州,71068.57
201903170300,贵州,47690.95
201903170400,贵州,34244.65
201903170500,贵州,29424.5
201903170600,贵州,42039.56
201903170700,贵州,91144.42
201903170800,贵州,142227.83
201903170900,贵州,176289.21
201903171000,贵州,198167.85
201903171100,贵州,206656.49
201903171200,贵州,222688.45
201903171300,贵州,217527.36
201903171400,贵州,212454.67
201903171500,贵州,211188.9
201903171600,贵州,211969.88
201903171700,贵州,211854.22
201903171800,贵州,212888.1
201903171900,贵州,231356.74
201903172100,贵州,280004.18
201903172200,贵州,268623.24
201903172300,贵州,218561.11
201903180000,贵州,149118.73
201903180100,贵州,89036.92
201903180200,贵州,54949.35
201903180300,贵州,37863.86
201903180400,贵州,28970.14
201903180500,贵州,26780.9
201903180600,贵州,44116.61
201903180700,贵州,88624.91
201903180800,贵州,116866.53
201903180900,贵州,131620.4
201903181000,贵州,145919.55
201903181100,贵州,153597.39
201903181200,贵州,183119.92
201903181300,贵州,178854.47
201903181400,贵州,160068.3
201903181500,贵州,159544.28
201903181600,贵州,167624.15
201903181700,贵州,180556.87
201903181800,贵州,192969.55
201903181900,贵州,215710.05
201903182000,贵州,256174.96
201903182100,贵州,277632.29
201903182200,贵州,268731.43
201903182300,贵州,215535.81
201903190000,贵州,143500.93
201903190100,贵州,83447.62
201903190200,贵州,51662.54
201903190300,贵州,36398.11
201903190400,贵州,28425.26
201903190500,贵州,27199.09
201903190600,贵州,47592.47
201903190700,贵州,93738.98
201903190800,贵州,120991.33
201903190900,贵州,135319.95
201903191000,贵州,148377.57
201903191100,贵州,157079.15
201903191200,贵州,193751.05
201903191300,贵州,189836
201903191400,贵州,170056.48
201903191500,贵州,170077.62
201903191600,贵州,176766.32
201903191700,贵州,187987.24
201903191800,贵州,200471.52
201903191900,贵州,220736.52
201903192000,贵州,263752.97
201903192100,贵州,287126.06
201903192200,贵州,276613.1
201903192300,贵州,221489.46
201903200000,贵州,146728.84
201903200100,贵州,85037.69
201903200200,贵州,52683.52
201903200300,贵州,36874.66
201903200400,贵州,28732.24
201903200500,贵州,27964.73
201903200600,贵州,50493.65
201903200700,贵州,98951.28
201903200800,贵州,123367.98
201903200900,贵州,137014.77
201903201000,贵州,149764.91
201903201100,贵州,159456.49
201903201200,贵州,194583.84
201903201300,贵州,190290.28
201903201400,贵州,170466.38
201903201500,贵州,170593.29
201903201600,贵州,176251.07
201903201700,贵州,187585.53
201903201800,贵州,202434.6
201903201900,贵州,226012.61
201903202100,贵州,291117.82
201903202200,贵州,282209.92
201903202300,贵州,226012.36
201903210000,贵州,148929.63
201903210100,贵州,85663.06
201903210200,贵州,52727.55
201903210300,贵州,36363.9
201903210400,贵州,28298.47
201903210500,贵州,28562.44
201903210600,贵州,54139.53
201903210700,贵州,103309.08
201903210800,贵州,127310.49
201903210900,贵州,140884.35
201903211000,贵州,155017.48
201903211100,贵州,163670.33
201903211200,贵州,198785.63
201903211300,贵州,192299.58
201903211400,贵州,169419.47
201903211500,贵州,168852.16
201903211600,贵州,174916
201903211700,贵州,188306.02
201903211800,贵州,202844.54
201903211900,贵州,225202.56
201903212000,贵州,267234.14
201903212100,贵州,288217.8
201903212200,贵州,277754.36
201903212300,贵州,222806.4
201903220000,贵州,148118.56
201903220100,贵州,86645.61
201903220200,贵州,53615.12
201903220300,贵州,36599.95
201903220400,贵州,28008.55
201903220500,贵州,28399.34
201903220600,贵州,54856.49
201903220700,贵州,105519.26
201903220800,贵州,134744.93
201903220900,贵州,151746.71
201903221000,贵州,169080.68
201903221300,贵州,205831.9
201903221400,贵州,145138.15
201903221500,贵州,183132.11
201903221600,贵州,205436.39
201903222300,贵州,235583.76
201903230100,贵州,99356.14
201903230200,贵州,62713.03
201903230300,贵州,42583.75
201903230400,贵州,31812.18
201903230500,贵州,29776.92
201903230600,贵州,50649.24
201903230700,贵州,113838.42
201903240300,贵州,42862.95
201903240400,贵州,31389.64
201903240500,贵州,28123.23
